OBJECTID,EVALUATION_YEAR,EVALUATION_DATE,YEAR_OF_HARVEST,STREAM_NAME,STREAM_CLASS_IN_FIELD,CHANNEL_DEPTH,CHANNEL_WIDTH,CHANNEL_GRADIENT_PCT,bcalbers_easting,bcalbers_northing
1578,2011,2011-08-03,2009,unnamed trib to Suschona Creek,S3,0.2,1.6,4,1116506.537,1121927.257
1579,2011,2011-07-27,2010,unnamed S3,S3,0.2,1.5,2,1115669.657,1118172.917
1580,2011,2011-09-27,2010,No name,S4,0.3,1,3,1670018.151,721054.6442
1581,2011,2011-06-23,2008,1,S5,0.6,7.3,45,953991.6083,680470.8919
1582,2011,2011-06-24,2008,Stream,S5,1.2,7.9,26,953628.9628,679089.9219
1583,2011,2011-08-02,2009,unnamed trib to Tezzeron Creek,S4,0.2,1.2,1,1119961.998,1084152.948
1584,2011,2011-04-28,2009,Cartnell Creek,S5,0.7,4.1,20,1298548.897,497517.9967
1585,2011,2011-05-11,2010,McFadden Creek,S3,0.5,3.2,13,1257732.814,476361.9306
1586,2011,2011-06-16,2010,Stream 4 on map,S6,0.2,2.5,65,1321092.165,465463.4596
1587,2011,2011-09-14,2008,Long Ck,S2,0.7,7,25,1533124.818,752202.5678
1588,2011,2011-07-20,2008,3A-S3,S3,0.3,1.5,3,595661.5781,955869.5544
1589,2011,2011-07-08,2008,Stream 1,S6,0.1,0.4,5,1125331.519,971723.6005
1590,2011,2011-06-29,2008,unknown,S4,0.2,1.3,6,1329930.547,1182620.457
1591,2011,2011-06-28,2008,Unnamed,S5,0.4,4,7,1303121.543,1213430.578
1592,2011,2011-07-07,2010,1-S5,S6,36,1.8,25,811366.3156,1119050.474
1593,2011,2011-06-29,2008,unknown,S3,0.5,4.8,4,1331114.876,1182807.261
1594,2011,2011-07-13,2008,WC 42-S6,S6,0.1,1.1,50,804877.0588,946859.5676
1595,2011,2011-07-08,2008,1,S6,0.4,2.7,33,1029909.006,642441.7195
1596,2011,2011-07-25,2008,Endako,S3,0.4,5,3,1000524.975,1047293.167
1597,2011,2011-08-16,2008,6,S6,0.2,1.8,18,1131703.789,543297.0044
1598,2011,2011-07-13,2008,CC,S6,0.2,0.7,25,1531817.818,829017.8345
1599,2011,2011-09-19,2008,No Name,S3,40,3.2,14,1371009.289,824086.5672
1600,2011,2011-09-09,2010,S6-3,S6,0.2,1.2,35,823298.7667,1099658.523
1601,2011,2011-07-13,2008,no name,S6,0.2,1.7,25,1531977.607,828869.4617
1602,2011,2011-06-16,2009,Abbott,S4,0.3,1.2,15,1485340.662,615332.478
1603,2011,2011-08-12,2008,tributary to Kazchek River,S3,0.2,4.5,3,1058477.54,1104775.15
1604,2011,2011-08-11,2010,feeds Bugle Lake,S3,0.2,2.5,2,1170766.908,1054617.177
1605,2011,2011-08-11,2009,unnamed,S3,0.2,3.4,2,1171995.168,1057112.179
1606,2011,2011-08-16,2009,"unnamed, flows into Natzutlo Lk",S4,0.1,1.1,2,1044573.518,1112129.072
1607,2011,2011-05-09,2009,un-named,S6,0.2,1.5,13,1126399.394,545411.5044
1608,2011,2011-05-10,2010,Haslam Creek,S2,0.5,5.5,2,1146495.589,511294.6075
1609,2011,2011-07-18,2010,none,S6,0.2,2,24,1457162.859,769165.1865
1610,2011,2011-07-18,2010,none,S6,0.2,0.9,13,1457303.452,769207.2672
1611,2011,2011-08-04,2008,Failess Creek,S3,0.3,2,4,1239483.55,709182.2221
1612,2011,2011-08-23,2010,4,S3,0.3,1.7,6,1116258.343,548931.9401
1613,2011,2011-06-28,2008,None,S6,0.3,0.8,4,1447448.102,885053.7224
1614,2011,2011-08-15,2008,Groundhog Creek,S3,0.2,4.4,3,1189398.27,719618.4275
1615,2011,2011-07-25,2008,Stream 4,S6,0.2,0.7,4,1125617.374,971599.1971
1616,2011,2011-07-25,2008,STREAM 2,S6,0.1,0.4,4,1125394.523,971981.2664
1617,2011,2011-09-01,2008,Rip Feature 2,S6,0.1,1.2,1,1156312.687,1571847.359
1618,2011,2011-09-08,2010,1,S6,0.3,2.6,48,1110974.779,567257.9934
1619,2011,2011-07-11,2008,unknown,S6,0.2,0.5,7,1264943.493,1148873.689
1620,2011,2011-09-29,2008,unkown,S4,0.1,1.4,7,992868.4224,1075150.124
1621,2011,2011-07-26,2008,AA-R1-S3,S4,0.2,1.3,2,966356.7237,1006763.571
1622,2011,2011-08-25,2010,STR586-003-A,S4,0.3,1.2,7,936320.916,1007597.312
1623,2011,2011-11-01,2009,2,S4,0.2,0.8,5,1111183.438,562956.8125
1624,2011,2011-10-06,2010,7,S4,0.2,1.2,6,1145930.586,511801.4983
1625,2011,2011-09-30,2008,Westside S6,S6,0.2,0.6,60,1532596.375,752423.1336
1626,2011,2011-09-15,2009,Tlatlos creek,S2,1,17,4,982547.4688,595928.8125
1627,2011,2011-09-16,2009,stream1,S5,0.6,6,14,973995.9734,510588.6097
1628,2011,2011-05-12,2009,unamed - tributary on BRWH14B,S6,0.3,1.9,21,1298351.371,497590.4687
1629,2011,2011-08-30,2010,25,S6,0.4,2.4,18,1116721.049,547475.5052
1630,2011,2011-06-08,2008,2,S6,0.2,2.5,18,889517.4372,811440.3306
1631,2011,2011-07-13,2008,stream 1,S6,0.3,1.7,6,916309.9973,607222.8372
1632,2011,2011-07-28,2009,NA,S6,0.3,1.1,8,976519.3462,557972.1282
1633,2011,2011-10-18,2008,Stream 9 - S3D,S3,0.2,2.5,19,801299.5339,1265982.62
1634,2011,2011-04-19,2009,stream 1,S2,0.4,5.1,3,1038168.24,584722.6724
1635,2011,2011-10-20,2008,Stream 14,S5,0.2,3.5,18,817059.9677,997290.1787
1636,2011,2011-10-05,2008,none,S5,0.2,4.2,10,1362369,828642.75
1637,2011,2011-09-14,2010,Mann Creek,S3,0.4,3.2,2,1400932.396,773526.8393
1638,2011,2011-10-12,2008,none,S6,10,1.7,35,1471941.753,828046.4511
1639,2011,2011-09-14,2010,none,S3,0.3,2,1,1401163.425,773498.7678
1640,2011,2011-09-13,2009,no name,S4,0.3,1.4,3,1375077.322,763744.9342
1641,2011,2011-09-13,2008,Moose Creek,S2,0.7,5.8,1,1384705.646,756683.6377
1642,2011,2011-09-21,2010,no name,S5,0.3,4.5,40,1449479.011,814898.4687
1643,2011,2011-09-20,2009,unnamed,S4,0.2,0.9,3,1454156.109,585505.0657
1644,2011,2011-09-07,2008,NA,S6,0.5,1,12,941727.2677,1117433.426
1645,2011,2011-08-03,2009,STREAM 1,S3,0.1,1.9,2,1133821.817,963705.1479
1646,2011,2011-06-20,2008,Unnamed,S3,0.3,2,7,1495403.181,613117.8807
1647,2011,2011-08-03,2009,Stream 2,S4,0.1,0.8,10,1133786.654,963733.7737
1648,2011,2011-07-28,2008,Stream 2,S4,0.1,1,0,1154206.156,979852.7597
1649,2011,2011-08-08,2010,Ring Ck,S2,0.6,10,6,1213764.287,529158.477
1650,2011,2011-06-21,2008,11,S6,0.3,3,62,1187095.108,574694.924
1651,2011,2011-06-21,2009,2,S6,0.4,1.5,20,1172276.742,581474.6858
1652,2011,2011-08-09,2009,S6 on map,S6,0.2,1,58,1203007.975,620023.2717
1653,2011,2011-11-01,2010,AE-R1-S3,S3,0.4,1.5,4,1010032.494,1114431.7
1654,2011,2011-10-26,2008,stream 1,S4,0.2,1.1,5,1036579.775,1011333.181
1655,2011,2011-10-27,2009,487-003-A,S6,0.3,0.4,5,979987.3385,1013944.82
1656,2011,2011-10-13,2009,1,S5,0.4,8,12,922806.2403,551728.3233
1657,2011,2011-09-14,2009,1,S6,0.3,2.5,12,978456.1683,512475.088
1658,2011,2011-08-31,2009,1,S5,0.3,6,5,995021.1926,513552.1493
1659,2011,2011-08-26,2008,2a,S6,0.2,2.8,27,953836.6169,593395.7832
1660,2011,2011-06-15,2010,1,S3,0.4,2.5,5,1053738.048,567964.5702
1661,2011,2011-09-14,2008,1,S5,0.4,5,11,998849.3048,594034.7354
1662,2011,2011-07-27,2008,Hawk Creek,S3,0.5,5,4,1120558.808,419575.6314
1663,2011,2011-10-18,2009,Calicum creek,S5,0.5,10,8,948934.0429,512850.7832
1664,2011,2011-09-29,2008,Bear Creek,S3,0.5,4,10,1512063.195,596399.7379
1665,2011,2011-06-20,2008,Unnamed,S4,0.2,1.4,2,1495964.109,613352.1626
1666,2011,2011-09-29,2008,N/A,S6,0.3,1.5,2,942652.4232,1062687.393
1667,2011,2011-10-11,2008,N/A,S6,0.2,1,12,924542.5212,1064648.151
1668,2011,2011-10-21,2008,no name,S3,0.4,5,12,1435234.496,738017.5513
1669,2012,2012-06-06,2010,1S3,S3,0.4,2.6,2,586759.5605,971208.8262
1670,2012,2012-08-28,2009,none,S6,0.3,2.1,12,1438583.472,900785.8763
1671,2012,2012-07-31,2011,None,S6,0.2,0.5,7,1398527.151,923836.3599
1672,2012,2012-08-28,2011,None,S3,0.5,4,5,1438254.753,901298.7731
1673,2012,2012-08-29,2010,None,S4,0.2,1.4,7,1444667.059,895384.8357
1674,2012,2012-09-07,2010,none,S3,0.3,3.8,7,1329823.752,817361.7012
1675,2012,2012-08-28,2010,None,S6,0.2,0.8,9,1327964.114,877327.8985
1676,2012,2012-08-09,2009,no name,S6,0.2,0.7,10,1307504.077,666856.8296
1677,2012,2012-07-16,2010,no name,S4,0.2,1,10,1382936.827,632594.2713
1678,2012,2012-10-12,2010,No Name,S6,0.3,0.6,6,1307182.674,667558.5368
1679,2012,2012-09-26,2010,No Name,S6,0.3,0.8,3,1305148.907,670297.0721
1680,2012,2012-07-18,2010,No Name,S6,0.2,1.5,2,1393759.208,688848.1418
1681,2012,2012-07-31,2011,no name,S6,0.3,1.2,2,1383057.96,704983.3324
1682,2012,2012-05-28,2011,S6,S6,0.6,2.9,45,1179082.416,526195.2497
1683,2012,2012-06-06,2009,4,S6,0.1,1.2,21,841050.2865,627540.2441
1684,2012,2012-06-05,2011,1,S3,0.5,4.5,13,1155727.728,547735.7723
1685,2011,2012-06-04,2008,R1-S6,S6,0.2,1,1,1229052.948,1499007.068
1686,2012,2012-05-29,2011,Reach #1,S6,12,0.3,13,999616.815,1024428.315
1687,2012,2012-06-18,2011,2,S6,0.8,1.8,78,1074294.645,649055.2922
1688,2012,2012-06-20,2010,None,S6,14,0.7,3,1232688.563,723402.2188
1689,2012,2012-06-27,2010,26,S6,0.3,2.5,26,972734.4346,588870.7067
1690,2012,2012-06-27,2009,5B,S6,0.1,1.6,28,892427.9936,716041.0877
1691,2012,2012-06-27,2009,1,S6,0.3,2.7,24,891661.5971,713362.0912
1692,2012,2012-06-28,2010,Stream 1S6,S6,0.1,1.1,5,1208456.802,536541.4972
1693,2012,2012-05-20,2009,S5,S5,0.4,3.4,26,1206919.418,515964.0085
1694,2012,2012-05-09,2009,10,S6,0.2,1,45,1296924.891,504126.4006
1695,2012,2012-04-27,2009,#5,S6,0.2,2,20,1296915.763,505192.669
1696,2012,2012-09-28,2009,Stream 1,S3,0.2,2.9,4,1088248.816,947248.4635
1697,2012,2012-06-20,2010,Unclassified,S6,0.3,0.6,1,717965.817,1006876.776
1698,2012,2012-09-07,2010,4 (S2),S2,0.6,6,4,552800.3279,1005966.409
1699,2012,2012-09-09,2010,5S6,S6,0.3,0.8,42,553259.1349,1013746.162
1700,2012,2012-09-08,2009,1S6,S6,0.3,0.8,10,559910.7055,1010097.581
1701,2012,2012-07-17,2010,Stream 3,S5,0.1,5.4,30,1134321.125,617778.5313
1702,2012,2012-07-19,2009,1,S3,0.2,2.3,4,1159194.89,564124.6251
1703,2012,2012-09-06,2010,2(1),S4,0.3,1.4,11,569726.1084,1002631.346
1704,2012,2012-08-07,2010,1S2,S3,0.3,4.4,2,596566.621,923732.7416
1705,2012,2012-08-07,2010,2 (S4),S4,0.2,1.4,2,596662.1111,923724.6016
1706,2012,2012-07-04,2011,Stream 1,S4,0.2,1.4,4,832598.3191,1045812.366
1707,2012,2012-06-26,2011,4R1,S5,0.4,3.3,10,830368.6563,879577.0938
1708,2012,2012-07-18,2011,no name,S6,0.2,2,6,1608246.783,760483.0172
1709,2012,2012-06-06,2009,n/a,S4,0.3,0.6,4,1165482.227,863629.6973
1710,2012,2012-06-05,2009,Trib of Callis Creek,S3,0.3,1.5,2,1189420.297,913181.1426
1711,2012,2012-06-14,2009,n/a,S4,0.3,0.8,3,1219712.41,934026.5934
1712,2012,2012-07-26,2009,6,S6,0.2,0.8,22,1352155.188,493962.125
1713,2012,2012-07-24,2010,S5,S5,0.5,5,17,1162041.609,562128.9669
1714,2012,2012-06-14,2009,S-A R2 S6,S6,0.3,1.2,2,1002435,1044245.5
1715,2012,2012-08-02,2010,N/A,S6,0.1,2.3,15,1329885.133,876249.9377
1716,2012,2012-08-21,2009,Schroeder Ck,S5,0.3,8,10,1643116.487,600655.6613
1717,2012,2012-08-24,2009,S6-2,S6,0.2,1,15,1643191.246,600544.1852
1718,2012,2012-08-28,2009,stream 22,S6,0.5,1.4,2,913528.4734,669101.2338
1719,2012,2012-06-29,2011,none,S3,0.3,3.8,6,1238235.988,707461.6527
1720,2012,2012-06-05,2009,"Callis Creek, S3-5 on map",S3,0.4,2.6,7,1190609.26,912959.5114
1721,2012,2012-09-06,2009,McBride Creek,S3,0.6,4.4,1,907448.9285,1010379.076
1722,2011,2012-08-16,2009,S6,S6,0.2,0.9,35,949344.0998,593045.5586
1723,2012,2012-09-13,2010,none,S6,0.3,1.9,6,1327625.816,877367.641
1724,2012,2012-07-31,2011,None,S6,0.1,0.5,10,1398225.515,924071.3157
1725,2012,2012-10-05,2010,S4,S4,0.2,1.2,1,1015734.008,1047941.763
1726,2012,2012-08-22,2011,UNKNOWN,S2,0.9,7,5,1140571.351,1178142.073
1727,2012,2012-08-15,2010,unknown,S6,0.5,1.3,2,1156881.231,1128199.411
1728,2012,2012-07-11,2009,unknown,S3,0.4,4.8,3,1131336.595,1153522.485
1729,2012,2012-06-25,2010,unknown,S6,0.1,0.5,2,1178819.59,1136394.604
1730,2012,2012-07-17,2011,Dastaiga Creek,S2,0.4,6,0,1166194.697,1162012.926
1731,2012,2012-10-30,2011,1,S6,0.3,2.2,14,1158036.663,500600.6817
1732,2012,2012-08-21,2011,unknown,S3,0.3,2.3,2,1149152.099,1182705.063
1733,2012,2012-08-22,2009,unknown,S6,0.3,1.2,3,1111907.218,1139408.717
1734,2012,2012-08-23,2011,unknown,S2,1.1,15,1,1146695.283,1173897.965
1735,2012,2012-08-17,2011,1-S4,S6,0.3,2.4,10,811914.12,1121371.586
1736,2012,2012-07-25,2010,unknown,S6,0.1,1.5,1,1142291.515,1176021.05
1737,2012,2012-06-06,2009,unknown,S3,0.2,2,3,1177438.694,1163690.384
1738,2012,2012-08-30,2010,unknown,S6,0.3,0.7,2,1134349.287,1184640.262
1739,2012,2012-08-31,2011,unknown,S5,0.5,3.1,2,1136144.816,1184621.577
1740,2012,2012-09-07,2011,unknown,S3,0.4,1.8,5,1138856.083,1177918.302
1741,2012,2012-10-17,2010,None,S6,11,1.4,6,1330366.563,875378.375
1742,2012,2012-10-03,2009,Rampart Creek,S3,0.3,3.7,2,1398761.501,533943.1124
1743,2012,2012-08-21,2010,Cook Creek - S6-01,S6,0.5,1.2,8,1382023.604,521991.2273
1744,2012,2012-07-04,2009,Broom Creek,S6,0.1,1.2,7,1364194.351,600745.1078
1745,2012,2012-08-15,2009,NA,S6,0.1,0.3,20,1376732.738,512268.93
1746,2012,2012-10-15,2009,Quilchena Creek,S2,0.7,8.1,3,1413806.115,571816.6854
1747,2012,2012-09-06,2010,Stream 3-2,S5,0.3,3.5,18,880192.8055,1049817.903
1748,2012,2012-10-22,2009,Lakes Creek,S3,25,2.5,2,1003684.903,1032898.335
1749,2012,2012-10-03,2010,McKenzie Cr.,S6,0.2,1.1,2,1402804.63,773827.6845
1750,2012,2012-08-16,2010,n/a,S3,0.4,2,5,1156490.731,1129282.151
1751,2012,2012-09-17,2009,S-A,S3,0.1,2.5,5,1105674.815,1030096.568
1752,2012,2012-08-31,2009,Brett Creek,S6,0.2,2,30,1408316.687,740354.7855
1753,2012,2012-10-01,2010,no name,S6,0.2,0.9,2,1448286.459,770709.5331
1754,2012,2012-09-27,2011,Stream 2,S3,0.3,2.1,6,1145950.694,961961.7241
1755,2012,2012-09-19,2009,Stream 1,S4,0.1,0.7,8,1094024.436,953689.6063
1756,2012,2012-10-10,2011,no name,S5,0.4,4.8,20,1462791.513,869167.1932
1757,2012,2012-05-16,2011,1,S6,0.3,2,23,1048940.555,447646.8131
1758,2012,2012-06-07,2010,n/a,S2,60,6,7,1103671.198,404490.628
1759,2012,2012-06-22,2010,Unnamed,S6,0.5,2.5,40,1077648.86,433681.433
1760,2012,2012-06-14,2011,n/a,S5,0.4,6.2,8,1105134.977,420173.5108
1761,2012,2012-09-19,2009,Stream 1,S3,0.1,1.6,7,1079362.145,947791.3271
1762,2012,2012-07-30,2010,1,S6,0.4,2.1,32,935882.3887,812611.5662
1763,2012,2012-10-05,2009,no name,S6,0.2,0.7,3,1424178.069,680577.4482
1764,2012,2012-07-27,2010,2,S6,0.2,0.5,25,976384.1334,520994.2108
1765,2012,2012-07-11,2010,stream 1,S6,0.2,3,40,979318.4592,529901.1665
1766,2012,2012-07-19,2009,1,S6,0.2,1.5,38,1047717.029,606662.1936
1767,2012,2012-08-22,2009,1,S5,0.5,5,50,993433.8742,513137.4819
1768,2012,2012-07-30,2011,Greenstone Creek,S5,0.7,10,7,1027336.521,553986.6884
1769,2012,2012-07-17,2010,1,S5,0.2,5,30,1050824.623,609197.8286
1770,2012,2012-08-28,2009,1,S5,40,4,60,980714.5789,510125.881
1771,2012,2012-09-07,2010,1,S6,0.4,3,35,929621.8699,542067.1377
1772,2012,2012-07-10,2010,1,S4,0.2,1.4,7,1033827.567,556213.9828
1773,2012,2012-10-15,2010,no name,S6,0.2,1.5,10,1466434.183,745723.7405
1774,2012,2012-08-21,2009,west of WTP,S3,0.6,3,2,1428227.75,567830.6563
1775,2012,2012-07-12,2009,no name,S2,0.6,6,5,1445063.217,591613.2416
1776,2012,2012-08-21,2010,S3,S3,0.3,3,1,955613.9575,1171578.808
1777,2012,2012-08-26,2010,N/A,S4,0.2,1,1,944997.3137,1125517.984
1778,2012,2012-05-29,2011,Reach #2,S6,0.2,1,10,1000229.597,1024755.941
1779,2012,2012-10-02,2009,S6,S6,0.5,1.2,2,958499.1454,1158047.394
1780,2012,2012-09-13,2009,S4,S4,0.3,1.4,2,941359.3814,1088555.326
1781,2012,2012-08-30,2011,S3,S3,0.4,2.5,2,960851.8173,1135949.09
1782,2012,2012-08-23,2010,not named,S5,0.8,3.1,14,1474174.741,718393.913
1783,2012,2012-10-03,2011,Vernon,S2,0.7,5.8,6,1481096.846,580328.0533
1784,2013,2013-07-23,2010,n/a,S3,0.4,3.1,7,1247791.606,858629.5118
1785,2013,2013-09-30,2010,South Ramsey Creek,S3,0.5,2.5,4,1204787.293,839265.2651
1786,2013,2013-08-01,2011,n/a,S6,0.2,0.7,10,1126043.249,876193.5441
1787,2013,2013-03-12,2011,Chilliwack River,S6,0.3,1,33,1316287.62,463814.2852
1788,2013,2013-09-11,2010,#3,S4,0.3,0.5,35,1283034.953,486078.8922
1789,2013,2013-03-25,2012,L1,S3,0.2,2.5,10,1301870.078,504269.9542
1790,2013,2013-05-01,2011,4,S6,0.3,0.5,30,1244185.967,519864.0199
1791,2013,2013-05-17,2011,Jessica Creek,S6,0.4,3,6,1342855.925,506187.0275
1792,2013,2013-03-12,2010,1R#2,S6,0.3,2,50,1316090.935,461359.4914
1793,2013,2013-03-05,2011,Unnamed stream on map - south of block,S6,0.2,3,25,1293579.086,485806.9832
1794,2013,2013-07-22,2012,None,S3,0.2,2.4,7,1330196.625,834797.1563
1795,2013,2013-08-09,2010,Scottie#2,S6,0.2,1.4,5,1009407.668,580815.4463
1796,2013,2013-10-15,2011,Calicum,S5,0.3,8,4,949435.5016,513586.8149
1797,2013,2013-10-04,2010,Salmon River  Diversion,S2,0.4,13,5,1029323.452,563003.5888
1798,2013,2013-05-03,2010,Nesook,S5,0.4,5,12,979427.737,525329.6861
1799,2013,2013-08-15,2010,Memeekay R,S2,1.1,20,4,1010773.044,566684.6824
1800,2013,2013-08-14,2011,Johnny Boy,S6,0.1,0.4,30,968460.8281,595454.1302
1801,2013,2013-08-22,2010,Memkay,S5,0.5,5.5,15,1013235.475,576476.7798
1802,2013,2013-05-15,2010,Stella Lake,S2,0.5,8,5,1035947.848,583373.8853
1803,2013,2013-08-28,2010,Unknown,S3,20,3.5,5,929513.2607,542275.7446
1804,2013,2013-08-14,2010,Unknown,S6,15,1.5,14,983046.6887,605763.8879
1805,2013,2013-08-21,2010,None,S3,0.3,2.2,5,1443322.807,892969.0026
1806,2013,2013-08-22,2010,Isla Creek,S6,0.2,0.9,5,1443520.542,896309.881
1807,2013,2013-08-23,2012,none,S6,0.2,0.9,3,1451502.788,886040.396
1808,2013,2013-05-23,2012,D,S6,0.1,0.6,22,1218234.876,527874.5932
1809,2013,2013-05-08,2011,E,S3,0.3,2.1,10,1224807.696,586011.7673
1810,2013,2013-05-31,2011,unnamed,S6,0.2,1.2,18,1199062,554827.2813
1811,2013,2013-09-05,2012,C,S5,0.3,3.8,40,1268369.364,531529.3133
1812,2013,2013-06-26,2010,unnamed S5,S5,0.6,3.8,4,1203567.688,558674.2813
1813,2013,2013-06-13,2011,creek 8B,S6,0.1,0.5,35,1253823.813,562407.7813
1814,2013,2013-07-18,2012,no name,S6,0.2,1,12,1231459.258,614270.8047
1815,2013,2013-05-07,2010,Julie Creek,S5,1.2,9,10,1108076.252,409651.6315
1816,2013,2013-10-08,2011,Sasquatch,S5,0.8,6,21,1159789.478,568960.9632
1817,2013,2013-08-16,2012,N/A,S6,0.2,0.6,3,1145622.593,1134671.553
1818,2013,2013-05-21,2010,1,S6,0.2,1.6,2,930109.625,609651.6875
1819,2013,2013-11-13,2010,1,S3,0.2,2.3,4,1108653.604,541839.0348
1820,2013,2013-06-14,2010,Sinmax Creek,S6,0.2,0.7,20,1425261.344,698370.6656
1821,2013,2013-08-21,2011,Bonaparte River,S3,0.5,4,1,1391000.115,704540.1527
1822,2013,2013-06-13,2011,Slate Creek,S3,0.3,2.5,5,1422466.743,716663.7138
1823,2013,2013-07-31,2011,S6(8&9),S6,0.3,3,25,1627419.182,546856.4948
1824,2013,2013-11-05,2010,D,S3,0.2,2,4,1155348.07,502322.7691
1825,2013,2013-07-30,2011,no name,S5,0.3,4.5,10,1699934.563,517724.6127
1826,2013,2013-06-18,2010,S,S6,0.2,0.5,15,1212297.161,524210.6596
1827,2013,2012-07-23,2010,1,S6,0.3,1.8,13,846409.2462,617263.615
1828,2013,2013-08-06,2010,5,S6,0.2,1.7,54,923741.3327,600688.3315
1829,2013,2013-07-10,2010,#2 on site plan map,S5,0.5,3.3,6,928319.7688,670553.9573
1830,2013,2012-06-12,2010,Stream #1,S5,0.2,3.1,45,724306.0604,1063060.82
1831,2013,2013-07-23,2012,3,S6,0.3,1.3,32,1132586.423,538822.024
1832,2011,2013-07-18,2008,NDD142-A-S6-R2,S6,0.3,0.8,2,1114214.455,1604734.749
1833,2013,2013-07-24,2010,N/A,S3,0.3,3,2,1141692.684,1177912.854
1834,2013,2013-06-17,2010,none,S4,0.2,1.4,2,1381708.801,532699.7278
1835,2013,2013-07-08,2010,Unknown,S6,0.1,0.8,6,1393907.976,540551.7534
1836,2013,2013-07-25,2010,none,S6,0.1,1,15,1402103.427,488827.8455
1837,2013,2013-10-11,2010,s6-02,S6,0.3,1.3,5,1406983.65,501884.9447
1838,2013,2013-08-12,2012,Stream-west,S6,0.3,0.6,35,1617895.164,740856.636
1839,2013,2013-08-13,2010,no name,S6,0.3,0.7,45,1541921.935,696449.8356
1840,2013,2013-07-25,2010,Bugcamp Creek,S6,0.2,1.5,12,1450995.521,703536.9266
1841,2013,2013-07-23,2010,S3-13,S3,0.2,1.7,3,1382320.126,750798.2362
1842,2013,2013-08-07,2011,N/A,S3,0.2,1.5,4,1141057.603,1175352.047
1843,2013,2013-07-10,2011,Stream 2,S2,0.2,5.4,2,1110349.849,971710.3309
1844,2013,2013-07-25,2010,N/a,S6,0.1,1.8,3,1141938.518,1176735.791
1845,2013,2013-08-20,2010,N/A,S6,3,1.5,3,1177599.259,1162448.339
1846,2013,2013-08-21,2012,unnamed trib to Grostete Creek,S3,0.2,2.2,2,1092646.517,1089561.877
1847,2013,2013-08-27,2011,unnamed,S3,0.3,1.6,3,1082567.082,1047087.298
1848,2013,2013-08-28,2011,unnamed,S3,0.2,2.3,5,1042859.01,1128448.526
1849,2013,2013-09-18,2011,Buck Creek,S1,1.3,21,1,959006.2633,1041799.657
1850,2013,2013-09-04,2011,trib to Sheshonadji Lake,S3,0.2,1.8,2,1113191.424,1112604.612
1851,2013,2013-09-05,2011,unnamed,S4,0.2,0.9,1,1134739.511,1078165.217
1852,2013,2013-09-05,2011,unnamed,S4,0.1,1,5,1133720.158,1079079.638
1853,2013,2013-07-16,2010,C1,S3,0.1,3,10,1266649.38,469983.9268
1854,2013,2013-08-09,2012,#24,S3,0.2,2.3,13,1300559.47,508338.6642
1855,2013,2013-08-15,2010,Cyr Creek,S2,2,15,20,1284604.122,480213.3708
1856,2013,2013-10-24,2010,None,S6,0.1,0.8,13,1332320.177,818735.7914
1857,2013,2013-07-22,2010,None,S3,0.5,4.2,7,1329720.638,817320.161
1858,2013,2013-10-29,2012,none,S6,0.2,1,7,1330107.225,834458.6228
1859,2013,2013-09-10,2011,None,S6,0.3,0.8,37,1436344.782,911350.2157
1860,2013,2013-09-11,2011,None,S6,0.2,0.9,35,1434401.53,903769.4773
1861,2011,2013-08-21,2008,NNDD121-A-S3-R1,S3,0.6,2.7,1,1109858.005,1612502.048
1862,2011,2013-07-25,2008,CAT5332,S6,0.2,1,1,1091601.313,1615683
1863,2011,2013-07-30,2008,RipF#j4,S6,0.2,1.5,1,1125728.952,1550495.758
1864,2013,2013-09-10,2010,unnamed,S3,0.2,3,2,1107470.973,1140360.392
1865,2013,2013-09-11,2010,unnamed S4,S4,0.2,1.2,1,1061012.187,1076683.127
1866,2013,2013-09-12,2011,Marie Lk tributary,S3,0.2,3,1,1095697.455,1038884.86
1867,2013,2013-07-18,2010,no name,S4,0.2,1,2,1169225.639,1065131.391
1868,2011,2013-08-21,2008,NDD121-A-S6-R2,S6,0.4,1.3,1,1109521.45,1612330.52
1869,2013,2013-10-01,2011,#1,S6,0.1,0.7,66,1128147.159,409284.6337
1870,2013,2013-10-02,2010,1,S6,0.4,1.5,12,1125337.152,403383.0371
1871,2013,2013-10-03,2011,Sample 7 stream 1,S5,0.9,8.3,9,1086519.524,490476.5253
1872,2013,2013-08-15,2010,None,S6,0.2,1.4,14,1330366.563,875378.375
1873,2013,2013-09-28,2010,S6-6,S6,0.2,1,30,849827.8456,1065422.165
1874,2013,2013-08-08,2010,Wentworth Creek,S3,0.5,3.7,4,1176139.784,860189.8129
1875,2013,2013-09-25,2011,Unnamed,S6,0.5,1,8,1490573.459,681018.0441
1876,2013,2013-08-20,2010,Unnamed,S6,0.4,2.5,37,1473189.615,718628.384
1877,2013,2013-10-01,2010,Unnamed,S4,0.2,0.8,3,1489309.513,584332.871
1878,2013,2013-10-17,2010,Fontaine Creek,S2,1,8,4,1282415.27,888753.5184
1879,2013,2013-08-14,2010,Nado Creek,S3,0.2,4.5,2,911352.5908,1015401.126
1880,2013,2013-07-24,2011,S6-01,S6,0.2,1,10,1369650.91,544132.6228
1881,2013,2013-09-17,2010,Spring Creek,S3,0.2,2.5,7,1421814.903,546314.1367
1882,2013,2013-07-31,2012,N/A,S2,0.4,5.1,5,1158933.375,1125988.602
1883,2013,2013-09-10,2010,Unnamed,S6,0.1,0.3,1,1516911.49,606214.857
